logP,MolecularWeight,TPSA,Chi0v,Chi1v,NumHDonors,NumHAcceptors,NumRotatableBonds,QED,SMILES,Lipophilicity
4.707620000000004,345.49300000000017,47.040000000000006,14.837587182944358,9.659386983192856,1,6,4,0.7438732306210365,CC1=NC(=C2C(=CSC2=N1)C3=CC=CS3)N[C@H](C)[C@H]4CCCO4,2.4289
4.483700000000003,482.5030000000002,85.81,19.718893352462736,10.859559062108318,1,8,7,0.5783980123267198,C[C@H]([C@H]1COC(=O)CN1C2=NC(=NC=C2)N[C@@H](C)C3=CC(=CC=C3)OC(F)(F)F)OC(C)(C)C,2.481733333333335
2.8135000000000012,348.4430000000001,41.57,14.390999068281326,8.91753265199833,1,4,5,0.9033940310426136,C[C@H]1CN(CCO1)CC(=O)N[C@@H](C2=CC=C(C=C2)F)C3=CC=CS3,1.9269133333333335
2.4351000000000016,289.35600000000005,80.39,11.598821032899004,7.53450319119924,2,3,4,0.8482435236473275,C=CCC1=C(C=CC(=C1C2=CC=CC=C2)O)S(=O)(=O)N,1.379466666666666
4.275710000000003,481.5600000000002,115.99999999999999,20.53355419320307,11.310317904647489,3,6,6,0.2808651233830677,CC1=CN=C(C=C1)NC(=O)C2=C(N(N=C2NC(=O)C3=CC=C(C=C3)C(=N)N(C)C)C4=CC=CC=C4)C,2.1285666666666656
3.638600000000003,306.21399999999994,37.38,12.239369549000081,7.296859495184132,0,3,2,0.836315170655384,CN(C1CCC(=O)CC1)C(=O)C2=C(SC(=C2)Cl)Cl,2.863699999999999
5.682300000000003,411.4900000000001,82.69999999999999,16.610324121510132,10.250057593582461,3,5,5,0.3472975935192943,C1=CC=NC(=C1)C2=CSC(=N2)NC3=CC(=CC=C3)NC(=O)C4=CC5=C(C=C4)C=CN5,2.4956000000000005
2.751200000000001,314.42900000000003,53.43000000000001,13.76011447758464,8.662062256801372,1,3,4,0.8695314891621138,C=CC[C@@]1(CCCN(C1)C(=O)C2=CC3=C(CCCC3)N=C2)CO,2.083574999999998
1.57394,256.3659999999999,48.21000000000001,11.992329584893207,6.617479281483426,1,3,9,0.682336757684337,CC1=CC(=C(O1)C)[C@@H](C)[NH2+]CCCOCCOC,0.4366999999999999
2.5266,378.384,104.73,14.845273280814393,8.864793142089706,3,4,5,0.5477802803219783,C1C=CC(C1OC2=CC=CC3=C2C(=O)NC3=O)(CC4=CC=CC=C4)NC(=O)O,2.9690999999999996
4.698300000000004,279.35499999999996,40.540000000000006,12.697147812418057,6.529738330823941,1,1,3,0.8709300082043747,C[C@@H](C1=C(C=C(C=C1)C(=C)C)F)N(C(=O)O)C(C)(C)C,2.8896999999999995
3.911100000000003,468.93700000000035,83.99000000000001,19.08570544136246,11.419331139257732,0,5,6,0.3643564193137389,CC(=O)OC1=CC=C(C=C1)N2C(=O)CC(C2=O)N(C3CCCC3)C(=O)CC4=CC=C(C=C4)Cl,3.2486000000000006
8.217500000000008,563.5230000000003,37.61,25.16307625225987,16.180337530049194,0,3,4,0.3403709583124594,CC1C2CC(C2(C)C)CC1N=C(C)C3=NC(=CC=C3)C(=NC4CC5CC(C4C)C5(C)C)C.Cl[Co]Cl,2.1401666666666666
3.2260000000000018,258.18599999999986,26.3,9.19788277753658,5.037532346131714,0,2,3,0.5735303024421776,CCC1=C(C(=O)OC1C(C(F)(F)F)(F)F)CC,3.1906333333333325
4.4924000000000035,322.69900000000007,3.24,12.614747880734404,7.79708620680278,0,2,3,0.7410144847929964,CN(CC1=CC=C(S1)Br)C2CCCCC2Cl,2.988600000000001
3.188300000000001,557.998,131.34000000000003,21.86187920897658,12.710462429342492,2,8,8,0.31801874307593386,C1COCC(=O)N1C2=CC=C(C=C2)NC(=O)C(C3=CC=CC=C3)NC(=O)C=CC4=C(C=CC(=C4)Cl)N5C=NN=N5,2.389300000000001
3.8816200000000025,494.5250000000004,115.26,20.212027823381277,11.276535236096992,1,9,6,0.2376134259577421,CC1=C(SC(=N1)N2C(/C(=C(\C3=CC=CC=C3)/O)/C(=O)C2=O)C4=CC(=C(C=C4)OC)OC)C(=O)OC,2.969651666666668
0.6599000000000002,150.177,37.3,6.424375986716168,3.524601531688179,1,2,0,0.5149207454830126,CC1=C(C[C@H](CC1=O)O)C#C,0.21000000000000008
4.177600000000003,398.31500000000005,57.510000000000005,15.626120894948212,9.031746040288178,2,3,3,0.7602601316589068,C1CN(CCC1NC(=O)C2=COC=C2)C(=S)NC3=C(C=C(C=C3)Cl)Cl,2.5513600000000007
4.424000000000002,571.1400000000002,75.71000000000001,18.490610722564224,10.084600826974354,1,4,5,0.24981905579016114,C=CCOC1=C(C=C(C=C1I)/C=C/2\C(=O)NC(=O)N(C2=O)C3=CC=C(C=C3)F)Br,2.8644666666666656
5.295000000000005,463.60700000000026,69.21,20.249482734464635,11.934894505947101,0,8,10,0.29581319319698857,CC[C@@H](C1=NN=C(N1CC2=CC=CC=C2)SCC3=CC(=NO3)C4=CC=C(C=C4)OC)N(C)C,3.3613000000000004
3.3043000000000005,409.4080000000001,79.46000000000001,15.753461325875174,8.872512578718947,3,3,8,0.6260056637754429,CC(C1=CC=C(C=C1)OCC(F)(F)F)NC(=O)CNC(=O)NCC2=CC=CC=C2,2.2441000000000013
3.1267200000000015,360.4390000000002,83.36,14.738359807546253,9.450891880456707,1,5,5,0.830530737522383,CC1=CC=C(C=C1)S(=O)(=O)NC2=CC=C(C=C2)N=NN3CCOCC3,0.8115999999999999
3.861600000000003,510.81500000000017,48.39,18.686496772637202,10.09102409315119,0,6,6,0.37075652049367014,[B-](F)(F)(F)F.C1N(CN(CN1CC2=CC=CC=N2)CC3=CC=CC=N3)CC4=CC=CC=N4.[Cu+],3.1086
3.7188000000000025,452.5480000000002,66.48,17.8161702655191,12.25919139903427,1,4,4,0.768023932174893,C1CC(CN(C1)S(=O)(=O)C2=CC=C(C=C2)F)C(=O)NC3CCSC4=C3C=CC=C4F,2.5124250000000012
22.752200000000016,971.6339999999985,36.92,47.03822027394744,31.287658115765744,0,4,52,0.04172352873416776,CCCCCCCCCCCCCOC1=CC=C(C2=C(C3=CC=CC=C3C(=C12)OCCCCCCCCCCCCC)OCCCCCCCCCCCCC)OCCCCCCCCCCCCC,2.235
2.218679999999999,412.5380000000002,87.24,18.49387585829607,10.897518357197827,1,6,4,0.8285855166594361,CC1=C(N=C(N=C1N2CCOCC2)C3CCN(CC3)C(=O)CC4=C(NN=C4C)C)C,1.3518000000000001
1.7584,281.4440000000001,44.370000000000005,12.832307091765115,8.568639330584805,2,3,7,0.698981259483516,C1CCN(CC1)CCCCCNC(=O)C2CCNCC2,0.9062000000000002
4.7501200000000035,500.62400000000025,78.67,21.542375953278082,12.595580524130243,1,7,7,0.3706780368516646,CC1=C(SC(=N1)C2=CC=CC=C2)C(=O)C3=C(C(=O)N(C3C4=CN(C5=CC=CC=C54)C)CCN(C)C)O,2.9924166666666645
2.524120000000001,362.3890000000001,104.81,14.945080997095063,8.358540839520172,2,5,5,0.6787286915119053,CC1=C(C(=O)N=C(N1)C2=CC=CC=N2)CC(=O)NC3=CC=CC(=C3)C(=O)C,2.269400000000001
0.31592000000000114,324.47,62.64,14.549313141827088,8.546600169106783,3,3,8,0.6451440084162677,CC1=CC=C(C=C1)NC(=O)CSCC(=O)NC[C@H](C)[NH+](C)C,-0.06384333333333331
6.237200000000004,515.0260000000002,73.06,19.881394902938613,12.311868418010544,2,7,8,0.3467125943868413,C1CC(CCC1N)(CC2=CC(=C(C=C2)Cl)F)COC3=CC(=C(C=C3F)SNC4=NC=NS4)F,3.201919999999999
2.7563000000000004,300.31800000000004,101.5,12.022431266284688,6.711752488512137,2,5,5,0.5019856071096888,CCC(=O)NN(C1=CC=C(C=C1)[N+](=O)[O-])C2=CC=CC=C2N,1.9092000000000002
2.1552000000000002,440.39900000000006,67.13,17.14955326641579,9.006038017761908,2,5,9,0.2667354130700345,CCC1=NN=CN1CCNC(=NCCSC)NC(C)CC.I,1.3001214285714289
3.1513000000000018,388.5140000000002,57.690000000000005,16.145647595434806,11.427202870388019,0,4,2,0.7930308883951882,CS(=O)(=O)N1CCCC2=C1C=CC(=C2)C(=O)N3CCSC4=CC=CC=C43,2.311099999999998
5.7165900000000045,526.154,20.310000000000002,17.36190208881491,10.848181063963864,0,1,5,0.27350833368186517,CCCCN([C-]1CCCCC1)C(=O)C2=CC=CC=C2I.Cl[Pd+],3.0853000000000015
3.2752000000000008,342.0539999999999,26.3,10.054766864893303,5.545838509781524,0,2,0,0.6767957983813935,C1COC2=C(C=CC(=C2C1=O)C(F)(F)F)I,3.1640666666666664
3.7775000000000025,437.33400000000006,60.980000000000004,16.795260307799147,9.894770526183464,2,6,0,0.6545588742495972,C1COCCOCCNC2=CC=CC=C2OCCOC3=C(N1)C=CC(=C3)Br,2.7519
1.1110000000000024,666.5570000000006,130.16,25.249094407302525,15.086066751949108,3,5,11,0.18455325809989798,C[C@@H]1C2C(C(=O)N2C(=C1/C=C/COC3=C(C=C(C=C3)CC[N+]45CC[N+](CC4)(CC5)CC(=O)N)I)C(=O)O)C(C)O,2.4956000000000005
6.634200000000003,518.6020000000001,106.25999999999999,21.145050410542787,12.687056279871078,2,8,6,0.2546884888582571,CN(C1=CC=C(C=C1)OC2=CC=CC=C2)C3=C(C4=C(C=C3)C=NC=C4)NC(=O)C5=CSC6=C5N=CN=C6N,2.2089
4.792600000000004,248.325,20.23,10.71228011895894,6.605487519579916,1,1,2,0.8095255177710077,C1CC=C(C=C1)C2=CC=CC(=C2O)C3=CC=CC=C3,2.4790500000000004
2.2129000000000003,200.27799999999996,43.370000000000005,9.663902460147014,4.5544697061520605,0,3,3,0.3983313621174432,CC(C)C(C)C=O.CC(=C)C(=O)OC,1.6851999999999998
4.274680000000004,547.836,107.77000000000001,20.270269844362847,15.74974901672011,2,5,5,0.5436270490624913,CC(C)(C(C)(C)NC(=O)C1=CC=CC=N1)NC(=O)C2=CC=CC=N2.N#[Ru](Cl)(Cl)Cl,1.6957000000000004
2.0679999999999996,333.8190000000001,52.65,13.792046469218523,8.50331211425464,1,2,2,0.9004601734157207,CN1[C@H]2CCN(C[C@H]2NC1=O)C(=O)C3CC3C4=CC=CC=C4Cl,1.3115750000000004
-4.024699999999999,186.63500000000002,71.77,8.13688205998303,2.096613435252031,2,3,0,0.40575112058160184,C1=C(NC(=O)N=C1)N.[Cl-].[Ca+2],-0.5432000000000001
1.1251999999999998,255.38191600199994,63.60000000000001,10.110735893954226,4.899600017879003,1,3,9,0.4952794886100378,[2H]C([2H])([2H])C([2H])(C([2H])([2H])[2H])C([2H])([2H])C(=O)OC(CC(=O)O)C[N+](C)(C)C,0.022999999999999955
3.5912000000000015,311.33700000000005,41.85000000000001,13.251415153679714,7.332738387016242,0,5,3,0.741078082061978,CN1C=C(C2=CC=CC=C21)C3=C4C(=CC(=C3OC)OC)OCO4,2.9112999999999998
4.381500000000003,405.4980000000002,67.6,17.16025946778938,10.438123426103402,1,5,8,0.6023150010393062,C[C@@H](C1=CC=CC=C1)OC2=NC=C(C=C2)C(=O)NC[C@@H](C3=CC=CO3)N4CCCC4,2.619
2.6024000000000003,296.71400000000006,82.22,11.716786934864198,6.124039938023097,1,6,5,0.6771833766427442,CN1C=NC(=C1NCC2=C(C=CC(=C2)Cl)OC)[N+](=O)[O-],1.7184000000000008
2.6514000000000006,375.381,114.28,14.354504659773276,8.402753441919808,3,5,5,0.594816609619986,C[C@H](C(=O)NC1=C(C=CS1)C(=O)N)OC(=O)C2=CC3=C(N2)C=CC(=C3)F,2.373941666666666
7.622690000000009,406.6150000000003,24.72,22.18659145195435,15.624614209379969,0,2,14,0.16093458701127725,CC(C)C[Al](CC(C)C)N=[CH].CC(C)C[Al](CC(C)C)/N=C/CCCC[CH2],3.3925000000000005
5.377500000000005,436.5520000000004,81.43,18.554533773114066,11.55622578767483,1,5,10,0.23408788599244298,C#CCCC(C1=CC=CC=C1)(C2=NC=CO2)C(=O)OC(=O)NCCCCC3CCCCC3,2.6353333333333326
6.685490000000007,723.828,156.64999999999998,30.212658734163195,17.539602283110213,2,11,10,0.1306071120959941,CC(C)(C)OC(=O)N1CCN(CC1)S(=O)(=O)C2=C(C=C(C=C2)NC3=NC=C(C=N3)/C=C/C4=C(C(=CC=C4)[N+]#[C-])F)NCCOC(=O)OC(C)(C)C,2.980199999999999
1.7861999999999998,248.20399999999992,64.35,8.751354908276632,4.671553308906384,2,3,4,0.7981981251154582,C1=CC=C(C(=C1)N)NC(=O)COCC(F)(F)F,1.3584499999999997
1.8362999999999996,450.43000000000023,50.85,18.794675474563597,10.15233613230018,2,5,7,0.6214386192438233,CCN1CCN(CC1)C2=C(C=C(C=C2)C(=O)NCCCN3CCNCC3)F.Cl.Cl,1.1605300000000005
14.180699999999971,700.8850000000002,17.82,30.179036881826455,18.81418641145653,0,2,7,0.1618190447746723,C1=CC=C(C=C1)C2=CC(=NC(=C2)N3C4=CC=CC=C4C5=C(C(=C(C(=C53)C6=CC=CC=C6)C7=CC=CC=C7)C8=CC=CC=C8)C9=CC=CC=C9)C1=CC=CC=C1,2.160999999999999
3.298540000000001,312.3980000000001,59.81,13.438735563493083,7.692494503950936,1,5,3,0.754908463065448,CC1=CC=C(S1)C=CC(=O)NC2=CC3=C(N=C2)N(N=C3C)C,3.1928333333333336
-0.3150999999999972,378.47200000000004,115.99999999999999,15.105341626130654,10.585097057353057,1,6,8,0.620191216165448,COCCOCCS(=O)(=O)N1CCC2=C(C1)C=C(C=C2)S(=O)(=O)N,0.7606999999999999
5.347740000000005,487.0250000000002,86.11000000000001,20.502009738570855,11.992604412977315,1,7,10,0.30820839860130733,CCCCN1C(=C(C(=N1)C)/C=C/C(=O)OCC2=CSC(=N2)CC(=O)NC3=CC=CC=C3C)Cl,2.3564000000000016
4.897400000000005,442.9180000000001,51.54,18.069823064254336,10.829063440860004,0,4,5,0.528070841140034,CCOC(=O)C1CCN(CC1)C(=O)C2=CC3=C(N2CC4=CC=C(C=C4)Cl)C=CC(=C3)F,2.9090499999999997
2.0258199999999995,239.24599999999995,55.400000000000006,9.748973714342789,5.1547436155634045,1,3,4,0.8177229140490904,CC1=C(C=CC(=C1)F)NC(=O)CCC(=O)OC,1.532266666666667
0.4225999999999997,245.666,75.28999999999999,9.744629312981909,4.948649807625501,1,5,4,0.7785813333635463,CN(CCC(=O)OC)C1=C(C(=O)NC=N1)Cl,0.6481999999999999
5.515000000000005,453.56300000000016,54.45,18.78057201525913,12.516296845313883,0,3,6,0.3865406139108161,C1=CC=C(C=C1)C2(C3=CC=CC=C3N(C2=O)C4=CC=CC=C4)CCS(=O)(=O)C5=CC=CC=C5,3.1712000000000016
2.6777200000000003,288.84399999999994,46.33,12.520130099441321,7.006128465714154,1,3,2,0.9093631103383294,CC1=CC=C(S1)C(=O)N2CCC(CC2)C(C)N.Cl,2.182099999999999
3.682400000000002,403.22800000000007,61.83,14.985811937526057,8.342198320883886,0,5,4,0.7293672491758609,COC(=O)[C@H](C1=CC=CC=C1)OC(=O)C2=CC3=C(C=CC(=C3)Br)OC2,3.214499999999999
3.252620000000001,306.837,32.34,13.325854119245468,8.3054864134782,1,2,4,0.9258645262067804,CC1=C(C=CC(=C1)C(=O)N(CC2CCCNC2)C3CC3)Cl,2.6539916666666676
5.916100000000006,716.0410000000002,86.78999999999999,26.719603646809276,16.273234776308314,1,4,12,0.1848846119933037,CCNC(=O)[C@@H](CC1=CC=CC=C1)N(CC2=CC=C(C=C2)Cl)C(=O)CN(C3=CC=C(C=C3)I)S(=O)(=O)C4=CC=CC=C4,3.2813000000000017
1.0747999999999998,240.24299999999994,55.56,10.666969380320865,5.45702489070901,1,4,4,0.4857591380700773,CN([C@@H](CC1=CC=C(C=C1)N)C(=O)OC)P,0.5408999999999999
3.479400000000001,411.43300000000016,101.85000000000001,16.430344535010168,9.363627301031212,2,7,6,0.598887489825281,COC1=C(C=CC(=C1)C2=CC(=C(N=C2)N)C3=C(C=C(C=C3)N)F)OC[C@H]4COCO4,2.514549999999997
2.603999999999999,444.5350000000002,75.51,18.598656733159316,11.3306494361286,0,5,7,0.5614700171541164,C1CN(CCN1C(=O)CCCC2=CC=CC=C2)C(=O)CN3C(=O)C=CC(=N3)C4=CC=CC=C4,2.2587499999999996
1.1760000000000002,166.268,38.05,7.55204176387779,4.973910092027283,2,2,3,0.6177343451750401,C1CC(C1)(CN)NC2CC=CC2,-0.09923333333333334
4.663520000000004,457.47800000000024,60.67,17.813086501335796,10.030227874093889,2,6,7,0.23388147507832172,CC1=CC=[N+](C=C1)C(=C(NC2=CC=C(C=C2)OC(F)F)S)C(=O)C3=CC4=C(C=C3)OCO4,3.092216666666667
2.887500000000001,277.408,32.7,12.55338785809084,7.849297606199956,1,3,6,0.7577960709689447,CC1C=CC=C(C(=C1)CO)OCCCN2CCCCC2,2.6015750000000004
4.978580000000002,376.771,73.97999999999999,13.828557928539219,7.9942751335716755,1,4,3,0.6992645576562778,C1=CC(=C(C=C1C2=C(N=C(S2)C(=O)O)C3=CC(=C(C=C3)F)Cl)C#N)F,1.9451999999999992
2.1763000000000003,161.204,21.59,7.026670282288125,4.082211994905521,0,2,1,0.6182189850458386,CC1=N[C@H](CO1)C2=CC=CC=C2,1.4512999999999996
1.7746999999999997,368.8170000000001,84.94000000000001,14.967283449538199,8.341147571239414,1,5,6,0.7734443273612306,CC(=O)N(CC(=O)NCC1CCCO1)C2=C(C=CC(=C2)C(=O)OC)Cl,1.1876999999999993
0.9774999999999996,334.37200000000007,84.94000000000001,14.073877006516673,7.84270268020341,1,5,5,0.8114679029333357,CC(C)OC1=CC=C(C=C1)C(=O)N2CCNC(=O)[C@H]2CC(=O)OC,0.5373000000000002
6.690900000000008,707.6070000000003,99.91000000000001,28.629053311280316,15.79459083304074,0,9,8,0.17475118682618654,COC1=CC2=C(C=C1)C(=O)C=C(O2)C3=CC(=CC=C3)OC.C1CN(CCN1CC2=CC3=C(C=C2)OCO3)C(=O)COC4=CC=C(C=C4)Cl.Cl,2.4287000000000014
4.861640000000005,714.702,114.89,29.253790156690883,16.777972054131254,2,7,6,0.43965066232690597,CC1=CC(=CC(=C1O)C)CC(C(=O)N2CCC(CC2)(N3CCOCC3)N4CCC5=CC=CC=C5NC4=O)OC(=O)N6CCCCC6.Br,2.2017499999999997
-0.3069,241.161,116.84,8.532963599502256,6.656792240854533,3,4,4,0.622441677713105,C1=COC=C1S(=O)(=O)NCP(=O)(O)O,0.7315999999999998
1.7905199999999994,468.5000000000001,117.3,19.041475357399037,11.157055075197967,3,10,5,0.40882514550620225,CCNCC1=CC(=CN=C1)C2=CN=C3C(=C2F)/C(=C\4/N=C5C=CN=C(C5=N4)N6C=C(N=C6)C)/NN3,2.256000000000001
1.3832,301.79499999999996,63.24,12.16880512050826,8.411361049190399,1,3,3,0.8580941036270947,CCC1=CC=C(C=C1)C(=O)NC2CS(=O)(=O)CC2Cl,1.0231500000000002
1.5528,270.39799999999997,50.36,11.938582677817854,7.114903168951347,2,4,9,0.6694825350790314,CCC1=CC=C(S1)CNCCC(=O)NCCOC,0.3369999999999999
1.8762,324.343,69.64,12.819508685643488,7.493321978523465,2,3,7,0.7016635319305585,CCCCCNC(=O)C(C)N1C[C@H]([C@@H](C1)C(F)(F)F)C(=O)O,0.7601
3.950500000000003,443.41900000000004,109.78,16.69485611192484,8.000076181488382,2,6,5,0.41419387912503886,C1=CC=C(C(=C1)C=NCCN=CC2=CC=CC=C2O)O.C(=[N-])=S.C(=[N-])=S.[Co],2.1553999999999998
5.8486000000000065,454.61400000000026,24.94,19.864895352447885,12.51373343755894,0,4,10,0.28077665434446875,C1CN(CCN1CCCOC2=CC3=CC=CC=C3C=C2)CCCOC4=CC5=CC=CC=C5C=C4,3.3264999999999985
5.527420000000003,479.53900000000016,105.69,19.158661077998673,10.960624399156224,1,7,5,0.22200448424486355,CC1=CC(=C(C=C1)C2=CC=C(O2)/C=C/3\C(=O)N(C(=S)S3)C4=CC=C(C=C4)NC(=O)C)[N+](=O)[O-],2.3097999999999996
1.1131999999999997,391.42400000000026,126.32,16.31398382083008,8.862131313471613,3,7,9,0.4276072561786775,CC(C)[C@@H](/C(=N\OCC(=O)NC1=CC2=C(C=C1)NC(=O)C2)/[C@H](C(=O)C)O)OC,2.05238
2.6722,200.36999999999995,38.05,10.397341225498538,6.098482734775853,2,2,8,0.6319828895548866,CCCCC(C)NCC(CC)(CC)N,1.5660500000000004
4.517600000000003,431.927,72.7,17.88051966532653,10.512807326404532,1,5,7,0.4666754415433648,CCC1=CC(=CC=C1)N2C(=C(N=N2)C(=O)NCCC3=CC=C(C=C3)Cl)C4=CC=NC=C4,3.1092283333333337
1.2711199999999994,361.35400000000016,114.99000000000001,14.415517793016548,8.123065587427263,1,7,5,0.8465308127285621,C[C@@H]1CN(CC(O1)C(=O)O)C(=O)C2=CC=CC=C2OCC3=NOC(=N3)C,1.5447500000000003
4.300200000000005,376.415,66.76,16.206624510521124,8.322891049638274,2,4,3,0.7721543943588334,CCOC(=O)C(C1=C(C=C(C=C1C(C)(C)C)O)C(C)(C)C)(C(F)(F)F)O,1.927333333333334
2.631400000000001,368.4840000000002,95.15999999999998,15.20649000667938,10.156101892940704,2,5,5,0.847958971197716,CC(C)C1=CC(=NN1)NC(=O)C2=C(C=CS2)S(=O)(=O)N3CCCC3,1.2545
1.5648000000000002,211.192,40.05,7.980644360218921,4.544357509977143,0,4,3,0.7613403353063124,C1CON=C(O1)COC2=CC=C(C=C2)F,1.41128
3.5792000000000033,387.451,59.0,16.01327991441628,9.640819450182821,1,5,8,0.7018975723309352,CCOC(=O)C1=CC=C(C=C1)OCC(CN2CCCC2C3=CC=C(C=C3)F)O,2.079716666666669
0.6074000000000015,356.4500000000001,71.78999999999999,15.312473426877348,9.069462059703913,2,5,6,0.7934601905424203,CCOC1=CC=CC=C1NC(=O)[C@H](C)[NH+]2CCN(CC2)C3=NC=CN=C3,-0.011473333333333335
5.063300000000004,525.4740000000003,93.30999999999999,20.295938057105104,10.947543992232331,2,5,7,0.420804237494288,CC(C)(C)[C@H](C1=CC(=C(C=C1)OC(F)(F)F)F)NC(=O)C2=CC(=O)N=C(N2)CC3=CC(=C(C=C3)OC)F,3.275733333333333
3.200000000000002,456.00800000000015,102.50000000000001,19.563232311508177,12.206425625734463,3,4,1,0.5728258941460556,CC(C)(C)C(=O)NC1CC2C(CC3=C(NC4=CC=CC2=C34)Cl)N(C1)C.CS(=O)(=O)O,2.0218899999999995
1.9263999999999997,271.74399999999997,50.72,11.38073125858081,6.465508582269429,2,4,4,0.8786060635233446,CCOC1=C(C=C2CCN[C@H](C2=C1OC)CO)Cl,0.7005000000000002
1.4883899999999997,303.2240000000001,53.99000000000001,13.852568964173432,7.8292548369378,0,5,7,0.3305085885975547,[Li].CCO[P+](N(C)C#CCOC1=CC=CC=[C]1)([O-])OCC,0.8816499999999992
3.6156200000000025,515.5330000000002,120.21000000000001,20.990930213046102,12.131453538266175,1,9,4,0.3561914288793694,CC1=NN2C=CC=NC2=C1C(=O)N[C@H](C)C3=NC4=CC=CC(=C4C(=O)N3C5=CC=CC=C5)C#CC6=COC=N6,2.674360000000001
-8.074800000000007,353.222101778,135.82,17.532003096926946,7.861370689983654,1,8,4,0.22779278635649738,[2H]N[C@H]1[C@H]2N(C1=O)C(=C(CS2)COC(=O)C)P(=O)([O-])[O-].[Na+].[Na+],-0.23550000000000004
1.9851999999999996,267.263,53.49,10.352228512490056,6.27771258606686,2,3,0,0.7062014598388053,C1=CC2C(=NC(=C3C4=C(C=CC(=C4)F)NC3=O)N2)C=C1,2.1209933333333346
13.846999999999973,713.884,38.67,30.548900208136786,18.94249374758575,0,3,7,0.15437654183893718,C1=CC=C(C=C1)C2=CC=CC3=C4C(=C(N=C32)C5=CC=CC=C5)C=CC=C4C6=CC=C(C=C6)C7=CC=C(C=C7)C8=NC(=NC(=C8)C9=CC=CC=C9)C1=CC=CC=C1,2.1801999999999997
8.747540000000003,434.6230000000002,9.23,20.64585259749788,11.693717110647539,0,1,6,0.29461879274556124,CC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)OC3=CC=C(C=C3)C(C)(C)C4=CC=C(C=C4)C,3.514800000000002
11.814139999999984,1118.0559999999998,284.45,45.50061539098047,25.716984367585496,4,15,14,0.02599395173782949,CCOC1=CC=CC=C1NC(=O)C2=CC3=CC=CC=C3C(=C2O)N=NC4=C(C(=C(C=C4)Cl)C)S(=O)(=O)O.CCOC1=CC=CC=C1N=C(C2=CC3=CC=CC=C3C(=C2[O-])N=NC4=C(C(=C(C=C4)Cl)C)S(=O)(=O)O)[O-].[Ca+2],2.7181999999999973
4.141900000000004,401.51,48.3,17.185783835054277,10.24271455755039,1,5,6,0.630866489265449,COC1=C(C=CC(=C1)C=NN2CCN(CC2)C(C3=CC=CC=C3)C4=CC=CC=C4)O,3.076200000000002
1.964,446.5070000000003,83.88,18.49077732737087,11.120243650399438,1,6,6,0.5855993400258481,CN1C=C(C2=CC=CC=C21)[C@@H](CNC(=O)CN3C(=O)C4=CC=CC=C4C3=O)N5CCOCC5,1.3623683333333338
3.913300000000002,404.2530000000001,78.51,15.713247996843172,8.787788423036497,2,3,4,0.5992289821364022,C[C@@H](C(=O)NC1=CC=C(C=C1)Cl)N2C(=O)/C(=C\C3=CC=C(C=C3)Cl)/NC2=O,2.977436666666666
